,adult,budget,genres,id,imdb_id,original_title,overview,poster_path,revenue,title,vote_average,vote_count,imdbURL,tmdbURL,ImageURL
283,FALSE,0,"Drama, Romance",131957,tt0110671,Nina Takes a Lover,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",/24f1paDywuI9FVEmT313Ze8oVHX.jpg,0,Nina Takes a Lover,7.4,4,https://www.imdb.com/title/tt0110671/,https://www.themoviedb.org/movie/131957,https://image.tmdb.org/t/p/original/24f1paDywuI9FVEmT313Ze8oVHX.jpg
284,FALSE,34000000,"Crime, Thriller, Drama",241,tt0110632,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg,50282766,Natural Born Killers,6.9,927,https://www.imdb.com/title/tt0110632/,https://www.themoviedb.org/movie/241,https://image.tmdb.org/t/p/original/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg
285,FALSE,0,"Comedy, Drama, Romance",9058,tt0110737,Only You,"A childhood incident has convinced Faith Corvatch that her true love is a guy named ""Damon Bradley,"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?",/eaHH1hnbZ9wIUHjYKlqJUwpTBan.jpg,0,Only You,6.4,92,https://www.imdb.com/title/tt0110737/,https://www.themoviedb.org/movie/9058,https://image.tmdb.org/t/p/original/eaHH1hnbZ9wIUHjYKlqJUwpTBan.jpg
286,FALSE,0,Drama,527,tt0110729,Once Were Warriors,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",/8QF48QS5lvtrhOclt22RFz3bSQm.jpg,2201126,Once Were Warriors,7.6,106,https://www.imdb.com/title/tt0110729/,https://www.themoviedb.org/movie/527,https://image.tmdb.org/t/p/original/8QF48QS5lvtrhOclt22RFz3bSQm.jpg
287,FALSE,0,"Drama, Romance, Thriller",18220,tt0114151,Poison Ivy II: Lily,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",/bYU4DdtGM4JBu5eZNkauDjJhXpN.jpg,0,Poison Ivy II: Lily,4.6,32,https://www.imdb.com/title/tt0114151/,https://www.themoviedb.org/movie/18220,https://image.tmdb.org/t/p/original/bYU4DdtGM4JBu5eZNkauDjJhXpN.jpg
288,FALSE,50000000,"Action, Drama, Science Fiction, Thriller",6950,tt0114069,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,189859560,Outbreak,6.4,522,https://www.imdb.com/title/tt0114069/,https://www.themoviedb.org/movie/6950,https://image.tmdb.org/t/p/original/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
289,FALSE,16000000,"Thriller, Crime, Drama",101,tt0110413,Léon,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg,45284974,Leon: The Professional,8.2,4293,https://www.imdb.com/title/tt0110413/,https://www.themoviedb.org/movie/101,https://image.tmdb.org/t/p/original/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg
290,FALSE,11000000,"Comedy, Drama, Romance",63020,tt0114113,The Perez Family,"In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg,2832826,The Perez Family,6.6,9,https://www.imdb.com/title/tt0114113/,https://www.themoviedb.org/movie/63020,https://image.tmdb.org/t/p/original/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg
291,FALSE,0,"Comedy, Drama, Romance",2307,tt0114210,A Pyromaniac's Love Story,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",/leJcOavVPUrYodUJteBOl7pRFuU.jpg,0,A Pyromaniac's Love Story,7,2,https://www.imdb.com/title/tt0114210/,https://www.themoviedb.org/movie/2307,https://image.tmdb.org/t/p/original/leJcOavVPUrYodUJteBOl7pRFuU.jpg
292,FALSE,8000000,"Thriller, Crime",680,tt0110912,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/dM2w364MScsjFf8pfMbaWUcWrR.jpg,213928762,Pulp Fiction,8.3,8670,https://www.imdb.com/title/tt0110912/,https://www.themoviedb.org/movie/680,https://image.tmdb.org/t/p/original/dM2w364MScsjFf8pfMbaWUcWrR.jpg
293,FALSE,0,Drama,41478,tt0114084,Panther,Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.,/lHxczIhjEXFuxUyLf5ktdwoIdZq.jpg,6834525,Panther,6.4,6,https://www.imdb.com/title/tt0114084/,https://www.themoviedb.org/movie/41478,https://image.tmdb.org/t/p/original/lHxczIhjEXFuxUyLf5ktdwoIdZq.jpg
294,FALSE,400000,"Comedy, Drama",25296,tt0105652,Pushing Hands,"The story is about an elderly Chinese tai chi chuan teacher and grandfather who emigrates from Beijing to live with his son, American daughter-in-law, and grandson in a New York City suburb. The grandfather is increasingly distanced from the family as a ""fish out of water"" in Western culture.",/vUHVplZlDzSGJuDrxFlBVo1zmem.jpg,152322,Pushing Hands,6.1,9,https://www.imdb.com/title/tt0105652/,https://www.themoviedb.org/movie/25296,https://image.tmdb.org/t/p/original/vUHVplZlDzSGJuDrxFlBVo1zmem.jpg
295,FALSE,0,"Drama, Romance",40156,tt0110889,Priest,"Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.",/ts8BUqausEiIWeMtjSqQgn8m6kN.jpg,4176932,Priest,6.4,32,https://www.imdb.com/title/tt0110889/,https://www.themoviedb.org/movie/40156,https://image.tmdb.org/t/p/original/ts8BUqausEiIWeMtjSqQgn8m6kN.jpg
296,FALSE,0,"History, Drama",11450,tt0110932,Quiz Show,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,0,Quiz Show,7.1,262,https://www.imdb.com/title/tt0110932/,https://www.themoviedb.org/movie/11450,https://image.tmdb.org/t/p/original/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
297,FALSE,0,"Drama, History",30304,tt0114129,Picture Bride,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",/eREsgaAN2Br1Tlg9eDSBjHrb1AC.jpg,0,Picture Bride,7.4,5,https://www.imdb.com/title/tt0114129/,https://www.themoviedb.org/movie/30304,https://image.tmdb.org/t/p/original/eREsgaAN2Br1Tlg9eDSBjHrb1AC.jpg
298,FALSE,0,"Drama, History",10452,tt0110963,La Reine Margot,"The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.",/jBE7n0rJjL9f7BhBMojKVFDhsNI.jpg,0,Queen Margot,7,67,https://www.imdb.com/title/tt0110963/,https://www.themoviedb.org/movie/10452,https://image.tmdb.org/t/p/original/jBE7n0rJjL9f7BhBMojKVFDhsNI.jpg
299,FALSE,32000000,"Action, Western",12106,tt0114214,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",/50ZzhAMO6nunlCp7FrGj7VoLxJV.jpg,18552460,The Quick and the Dead,6.2,431,https://www.imdb.com/title/tt0114214/,https://www.themoviedb.org/movie/12106,https://image.tmdb.org/t/p/original/50ZzhAMO6nunlCp7FrGj7VoLxJV.jpg
300,FALSE,22000000,"Drama, Comedy",161495,tt0114296,Roommates,,/hvHNlMvWS2GBt7RR971bJ3k4bJc.jpg,12400000,Roommates,6.4,7,https://www.imdb.com/title/tt0114296/,https://www.themoviedb.org/movie/161495,https://image.tmdb.org/t/p/original/hvHNlMvWS2GBt7RR971bJ3k4bJc.jpg
301,FALSE,15000000,"Drama, Comedy",3586,tt0110907,Prêt-à-Porter,"Paris Fashion Week draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Follows the various storylines of these characters, centering around a murder investigation of a prominent fashion figure. Features an all-star cast.",/jP8ONbgwpQm5ojrtFuKCwvG1wCs.jpg,11300653,Prêt-à-Porter,5.3,33,https://www.imdb.com/title/tt0110907/,https://www.themoviedb.org/movie/3586,https://image.tmdb.org/t/p/original/jP8ONbgwpQm5ojrtFuKCwvG1wCs.jpg
302,FALSE,0,"Drama, Mystery, Romance",110,tt0111495,Trois couleurs : Rouge,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,/77CFEssoKesi4zvtADEpIrSKhA3.jpg,0,Three Colors: Red,7.8,246,https://www.imdb.com/title/tt0111495/,https://www.themoviedb.org/movie/110,https://image.tmdb.org/t/p/original/77CFEssoKesi4zvtADEpIrSKhA3.jpg
303,FALSE,0,"Drama, Music, Mystery",108,tt0108394,Trois couleurs : Bleu,A woman struggles to find a way to live her life after the death of her husband and child.,/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg,0,Three Colors: Blue,7.7,311,https://www.imdb.com/title/tt0108394/,https://www.themoviedb.org/movie/108,https://image.tmdb.org/t/p/original/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg
304,FALSE,0,"Comedy, Drama, Mystery",109,tt0111507,Trois couleurs : Blanc,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg,0,Three Colors: White,7.3,218,https://www.imdb.com/title/tt0111507/,https://www.themoviedb.org/movie/109,https://image.tmdb.org/t/p/original/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg
305,FALSE,0,Drama,159185,tt0110769,Pao Da Shuang Deng,"A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray",/gM516lPBoHPYjgrLrmZKoNfNm6X.jpg,0,"Red Firecracker, Green Firecracker",7,2,https://www.imdb.com/title/tt0110769/,https://www.themoviedb.org/movie/159185,https://image.tmdb.org/t/p/original/gM516lPBoHPYjgrLrmZKoNfNm6X.jpg
306,FALSE,0,"Comedy, Family, TV Movie",36357,tt0114268,Rent-a-Kid,"Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",/bIxNdNo4jNBLpcUoWvQ7LEnuA0w.jpg,0,Rent-a-Kid,5.1,15,https://www.imdb.com/title/tt0114268/,https://www.themoviedb.org/movie/36357,https://image.tmdb.org/t/p/original/bIxNdNo4jNBLpcUoWvQ7LEnuA0w.jpg
307,FALSE,0,"Horror, Drama",92769,tt0110965,Relative Fear,"Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?",/l9mzb7eJ1SOLEwcmLHBa27YtiXR.jpg,0,Relative Fear,4.7,3,https://www.imdb.com/title/tt0110965/,https://www.themoviedb.org/movie/92769,https://image.tmdb.org/t/p/original/l9mzb7eJ1SOLEwcmLHBa27YtiXR.jpg
308,FALSE,0,"Comedy, Drama",28033,tt0114571,Stuart Saves His Family,"Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices.",/9EwB291UkaAHhS3m7PQ6QLizu3w.jpg,0,Stuart Saves His Family,5,6,https://www.imdb.com/title/tt0114571/,https://www.themoviedb.org/movie/28033,https://image.tmdb.org/t/p/original/9EwB291UkaAHhS3m7PQ6QLizu3w.jpg
309,FALSE,35000000,Animation,22586,tt0111333,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",/oYp2bckWNBKOIbznjAfypVoMOFl.jpg,9771658,The Swan Princess,6.5,251,https://www.imdb.com/title/tt0111333/,https://www.themoviedb.org/movie/22586,https://image.tmdb.org/t/p/original/oYp2bckWNBKOIbznjAfypVoMOFl.jpg
310,FALSE,0,"Drama, Family, Fantasy",14334,tt0111112,The Secret of Roan Inish,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate..",/x3H5XwswpUWnskoAWRwiB7rYBxt.jpg,0,The Secret of Roan Inish,6.1,15,https://www.imdb.com/title/tt0111112/,https://www.themoviedb.org/movie/14334,https://image.tmdb.org/t/p/original/x3H5XwswpUWnskoAWRwiB7rYBxt.jpg
311,FALSE,45000000,"Action, Thriller",2636,tt0111255,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",/flK0OtdFRvfbs5BixEqU327H8ZB.jpg,170362582,The Specialist,5.5,317,https://www.imdb.com/title/tt0111255/,https://www.themoviedb.org/movie/2636,https://image.tmdb.org/t/p/original/flK0OtdFRvfbs5BixEqU327H8ZB.jpg
312,FALSE,55000000,"Action, Adventure, Science Fiction",2164,tt0111282,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",/39WsfbB5BshvdbPAYRFXdsjC481.jpg,196567262,Stargate,6.8,942,https://www.imdb.com/title/tt0111282/,https://www.themoviedb.org/movie/2164,https://image.tmdb.org/t/p/original/39WsfbB5BshvdbPAYRFXdsjC481.jpg
313,FALSE,22000000,"Fantasy, Drama, Comedy, Family",11395,tt0111070,The Santa Clause,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg,189833357,The Santa Clause,6.3,501,https://www.imdb.com/title/tt0111070/,https://www.themoviedb.org/movie/11395,https://image.tmdb.org/t/p/original/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg
314,FALSE,25000000,"Drama, Crime",278,tt0111161,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,28341469,The Shawshank Redemption,8.5,8358,https://www.imdb.com/title/tt0111161/,https://www.themoviedb.org/movie/278,https://image.tmdb.org/t/p/original/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg
315,FALSE,0,"Crime, Thriller",9905,tt0111149,Shallow Grave,Three friends discover their new flatmate dead but loaded with cash.,/qak9QuEiH5ENwqxyVEO0onegCx6.jpg,0,Shallow Grave,7,247,https://www.imdb.com/title/tt0111149/,https://www.themoviedb.org/movie/9905,https://image.tmdb.org/t/p/original/qak9QuEiH5ENwqxyVEO0onegCx6.jpg
316,FALSE,0,"Drama, Thriller",87078,tt0108260,Suture,"Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?",/xP4dO0TVsSvKXx8uwfLSqsbtfLM.jpg,102780,Suture,6,7,https://www.imdb.com/title/tt0108260/,https://www.themoviedb.org/movie/87078,https://image.tmdb.org/t/p/original/xP4dO0TVsSvKXx8uwfLSqsbtfLM.jpg
317,FALSE,0,"Comedy, Drama",12527,tt0106966,Fresa y chocolate,"Havana, Cuba, 1979. Flamboyantly gay artist Diego (Jorge Perugorría) attempts to seduce the straight and strait-laced David, an idealistic young communist, and fails dismally. But David conspires to become friends with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. But can it last? Strawberry and Chocolate became an instant hit when it was released, and has become a classic of Cuban cinema due to its charming and authentic exploration of a connection between two people under historical circumstances that seem levelled against them.",/7NdKNNrONwbmCOJgTO4wYjWzQyW.jpg,0,Strawberry and Chocolate,7.1,16,https://www.imdb.com/title/tt0106966/,https://www.themoviedb.org/movie/12527,https://image.tmdb.org/t/p/original/7NdKNNrONwbmCOJgTO4wYjWzQyW.jpg
318,FALSE,0,"Crime, Comedy",20306,tt0114594,Swimming with Sharks,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",/jqsOhWIGccIJCe8zvHKQuWy5IJL.jpg,0,Swimming with Sharks,6.7,104,https://www.imdb.com/title/tt0114594/,https://www.themoviedb.org/movie/20306,https://image.tmdb.org/t/p/original/jqsOhWIGccIJCe8zvHKQuWy5IJL.jpg
319,FALSE,32,"Comedy, Drama, Romance",36614,tt0111309,The Sum of Us,"""The Sum of Us"" is an Aussie story about a father and a son both searching for love and sharing an unconventional bond. Harry, the father, is the caring and open-minded ""mate"" that borders on annoyance. His son Jeff unsuccessfully searches for love, with the unwanted guidance of his father.",/rAQAUf6HHUyoT2Ii6jUmzMu5Ppf.jpg,0,The Sum of Us,6,21,https://www.imdb.com/title/tt0111309/,https://www.themoviedb.org/movie/36614,https://image.tmdb.org/t/p/original/rAQAUf6HHUyoT2Ii6jUmzMu5Ppf.jpg
320,FALSE,0,Comedy,27993,tt0113936,Senior Trip,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",/qfMbFIGNIQ76FEu7Wg48aEbxFh1.jpg,0,Senior Trip,5.7,23,https://www.imdb.com/title/tt0113936/,https://www.themoviedb.org/movie/27993,https://image.tmdb.org/t/p/original/qfMbFIGNIQ76FEu7Wg48aEbxFh1.jpg
321,FALSE,0,"Drama, Romance, War",31439,tt0110081,活着,Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry.,/kKZYobKNLPGoOt7p2pfTRggelgP.jpg,0,To Live,7.7,62,https://www.imdb.com/title/tt0110081/,https://www.themoviedb.org/movie/31439,https://image.tmdb.org/t/p/original/kKZYobKNLPGoOt7p2pfTRggelgP.jpg
322,FALSE,25000000,"Action, Comedy, Fantasy, Science Fiction",9067,tt0114614,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",/n3QWQhb5oVJxTLNKMLmA9xC5XwB.jpg,4064495,Tank Girl,5.5,140,https://www.imdb.com/title/tt0114614/,https://www.themoviedb.org/movie/9067,https://image.tmdb.org/t/p/original/n3QWQhb5oVJxTLNKMLmA9xC5XwB.jpg
323,FALSE,0,"Horror, Comedy, Thriller",9059,tt0114608,Tales from the Crypt: Demon Knight,A man on the run is hunted by a demon known as the Collector.,/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,0,Tales from the Crypt: Demon Knight,6.7,96,https://www.imdb.com/title/tt0114608/,https://www.themoviedb.org/movie/9059,https://image.tmdb.org/t/p/original/8uD5yk0ECebJ59lhvhTBKhUojc.jpg
324,FALSE,38000000,"Science Fiction, Action, Adventure, Thriller",193,tt0111280,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,/wjrXjlNpDq9U8vYmAwf420yDFtn.jpg,120000000,Star Trek: Generations,6.4,461,https://www.imdb.com/title/tt0111280/,https://www.themoviedb.org/movie/193,https://image.tmdb.org/t/p/original/wjrXjlNpDq9U8vYmAwf420yDFtn.jpg
325,FALSE,6000000,"Crime, Horror, Thriller",25066,tt0114609,Tales from the Hood,A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg,12000000,Tales from the Hood,5.4,33,https://www.imdb.com/title/tt0114609/,https://www.themoviedb.org/movie/25066,https://image.tmdb.org/t/p/original/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg
326,FALSE,0,"Drama, Romance",46797,tt0111454,Tom & Viv,"The story of the marriage of the poet TS Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaeological and emotional problems and his growing fame.",/vLh2r5QyIooLhmYNYEaSZ4Jxsav.jpg,0,Tom & Viv,5.8,8,https://www.imdb.com/title/tt0111454/,https://www.themoviedb.org/movie/46797,https://image.tmdb.org/t/p/original/vLh2r5QyIooLhmYNYEaSZ4Jxsav.jpg
327,FALSE,0,"Thriller, Horror, Science Fiction",12122,tt0114852,Village of the Damned,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",/iwmI6kZWPJ9TYC4PJ0fi80TNFx5.jpg,0,Village of the Damned,5.6,165,https://www.imdb.com/title/tt0114852/,https://www.themoviedb.org/movie/12122,https://image.tmdb.org/t/p/original/iwmI6kZWPJ9TYC4PJ0fi80TNFx5.jpg
328,FALSE,0,Comedy,11381,tt0114694,Tommy Boy,"Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day.",/lbsuDUaTH9POXWb4Inyck8gZFck.jpg,32648673,Tommy Boy,6.8,321,https://www.imdb.com/title/tt0114694/,https://www.themoviedb.org/movie/11381,https://image.tmdb.org/t/p/original/lbsuDUaTH9POXWb4Inyck8gZFck.jpg
329,FALSE,0,"Drama, Romance",32636,tt0111590,Vanya on 42nd Street,"An uninterrupted rehersal of Chekhov's ""Uncle Vanya"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",/ii4bqnfm5aW3TxqGh0tcxS8nijK.jpg,0,Vanya on 42nd Street,6.1,15,https://www.imdb.com/title/tt0111590/,https://www.themoviedb.org/movie/32636,https://image.tmdb.org/t/p/original/ii4bqnfm5aW3TxqGh0tcxS8nijK.jpg
330,FALSE,6500000,"Thriller, Crime",36141,tt0114788,The Underneath,"Michael Chambers has come home to Austin, Texas. To the mother who's starting a new life and the brother driven by old jealousies. To the places he remembers and the memories he can't forget. And to Rachel, the woman he married and then betrayed with his passion for gambling. Now she's together with Tommy Dundee, a man no one trifles with. He takes care of her in a way Michael never could, but there's a price for his attention and Rachel knows this. And when Michael devises a plan to get Rachel out from under Tommy's control, they become entangled in a web of intrigue, danger and desire from which no one escapes unscathed.",/xoMf6741KkVgHMqVWCvflqTHf09.jpg,0,The Underneath,5.6,15,https://www.imdb.com/title/tt0114788/,https://www.themoviedb.org/movie/36141,https://image.tmdb.org/t/p/original/xoMf6741KkVgHMqVWCvflqTHf09.jpg
331,FALSE,0,"Drama, War",95963,tt0114888,The Walking Dead,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",/lP0YJPbtshhFHGVSgiQojuiC1im.jpg,0,The Walking Dead,6.6,4,https://www.imdb.com/title/tt0114888/,https://www.themoviedb.org/movie/95963,https://image.tmdb.org/t/p/original/lP0YJPbtshhFHGVSgiQojuiC1im.jpg
332,FALSE,11000000,"Romance, Drama",1587,tt0108550,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,10032765,What's Eating Gilbert Grape,7.5,943,https://www.imdb.com/title/tt0108550/,https://www.themoviedb.org/movie/1587,https://image.tmdb.org/t/p/original/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg
333,FALSE,30000000,"Action, Crime, Science Fiction, Thriller",9271,tt0114857,Virtuosity,"The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg,24048000,Virtuosity,5.4,163,https://www.imdb.com/title/tt0114857/,https://www.themoviedb.org/movie/9271,https://image.tmdb.org/t/p/original/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg
334,FALSE,17000000,"Comedy, Drama, Romance",2064,tt0114924,While You Were Sleeping,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,182057016,While You Were Sleeping,6.5,340,https://www.imdb.com/title/tt0114924/,https://www.themoviedb.org/movie/2064,https://image.tmdb.org/t/p/original/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg
